X,O,pred,diff
new,O,O,0
territory,O,O,0
is,O,O,0
discovered,O,O,0
in,O,O,0
The,MISC,ORG,1
Tribez,MISC,ORG,1
&,MISC,ORG,1
Castlez,MISC,ORG,1
!,O,O,0
Can,O,O,0
you,O,O,0
unlock,O,O,0
it,O,O,0
too,O,O,0
?,O,O,0
URL965,O,O,0
#android,O,O,0
",",O,O,0
#androidgames,O,O,0
",",O,O,0
#gameinsight,O,O,0
@USER2328,O,O,0
I,O,O,0
love,O,O,0
you,O,O,0
in,O,O,0
the,O,O,0
purest,O,O,0
sense,O,O,0
@USER457,O,O,0
A1,O,O,0
),O,O,0
1,O,O,0
.,O,O,0
Ninja,PER,MISC,1
Turtles,PER,MISC,1
2,O,O,0
.,O,O,0
Iron,PER,MISC,1
Man,PER,MISC,1
3,O,MISC,1
.,O,O,0
Captain,PER,MISC,1
America,PER,MISC,1
4,O,MISC,1
.,O,O,0
Patrick,PER,PER,0
5,O,PER,1
.,O,O,0
Darth,PER,PER,0
Vader,PER,PER,0
6,O,O,0
.,O,O,0
Spongebob,PER,O,1
#FlipkartCuriousCases,O,O,0
RT,O,O,0
@USER1901,O,O,0
:,O,O,0
fucking,O,O,0
endless,O,O,0
women,O,O,0
you,O,O,0
do,O,O,0
n't,O,O,0
care,O,O,0
about,O,O,0
is,O,O,0
n't,O,O,0
gon,O,O,0
na,O,O,0
change,O,O,0
the,O,O,0
fact,O,O,0
that,O,O,0
you,O,O,0
still,O,O,0
love,O,O,0
your,O,O,0
ex,O,O,0
girlfriend,O,O,0
my,O,O,0
nigga,O,O,0
.,O,O,0
…,O,O,0
181,O,O,0
Death,O,O,0
and,O,O,0
All,O,O,0
His,O,O,0
Friends,O,O,0
#VeranoMTV2016,O,O,0
Coldplay,ORG,ORG,0
#MTVHottest,O,O,0
Coldplay,ORG,ORG,0
*,O,O,0
Tips,O,O,0
To,O,O,0
Get,O,O,0
A,O,O,0
Girlfriend,O,O,0
Without,O,O,0
Spending,O,O,0
Too,O,O,0
Much,O,O,0
Money,O,O,0
>>,O,O,0
URL557,O,O,0
RT,O,O,0
@USER298,O,O,0
:,O,O,0
Highest,O,O,0
quality,O,O,0
tea,O,O,0
tree,O,O,0
oil,O,O,0
on,O,O,0
the,O,O,0
market,O,O,0
.,O,O,0
#beauty,O,O,0
#health,O,O,0
#skincare,O,O,0
#teatreeoil,O,O,0
URL158,O,O,0
URL137,O,O,0
…,O,O,0
Hey,O,O,0
",",O,O,0
@USER2366,O,O,0
",",O,O,0
let,O,O,0
's,O,O,0
go,O,O,0
on,O,O,0
a,O,O,0
#DateNight,O,O,0
to,O,O,0
see,O,O,0
@USER1892,O,O,0
.,O,O,0
💑😂,O,O,0
.,O,O,0
I,O,O,0
see,O,O,0
lots,O,O,0
of,O,O,0
belly,O,O,0
laughs,O,O,0
in,O,O,0
our,O,O,0
future,O,O,0
!!!,O,O,0
🔮,O,O,0
URL1434,O,O,0
RT,O,O,0
@USER1293,O,O,0
:,O,O,0
Glaswegian,MISC,ORG,1
burds,O,O,0
say,O,O,0
there,O,O,0
's,O,O,0
nuhin,O,O,0
sexier,O,O,0
than,O,O,0
the,O,O,0
sound,O,O,0
ae,O,O,0
a,O,O,0
boy,O,O,0
rippin,O,O,0
aff,O,O,0
his,O,O,0
velcro,O,O,0
trainers,O,O,0
Haters,O,O,0
gon,O,O,0
na,O,O,0
hate,O,O,0
@USER1645,O,O,0
you,O,O,0
've,O,O,0
changed,O,O,0
a,O,O,0
lot,O,O,0
jkjk,O,O,0
RT,O,O,0
@USER2191,O,O,0
:,O,O,0
This,O,O,0
Rare,O,O,0
Picture,O,O,0
Captures,O,O,0
Something,O,O,0
That,O,O,0
Happens,O,O,0
In,O,O,0
Less,O,O,0
Than,O,O,0
1,O,O,0
Out,O,O,0
Of,O,O,0
"80,000",O,O,0
Births,O,O,0
URL1010,O,O,0
RT,O,O,0
@USER1204,O,O,0
:,O,O,0
Today,O,O,0
is,O,O,0
a,O,O,0
big,O,O,0
day,O,O,0
if,O,O,0
you,O,O,0
are,O,O,0
hoping,O,O,0
to,O,O,0
become,O,O,0
a,O,O,0
wealthy,O,O,0
venture,O,O,0
capitalist,O,O,0
URL1505,O,O,0
h/t,O,O,0
@USER621,O,O,0
URL220,O,O,0
…,O,O,0
RT,O,O,0
@USER918,O,O,0
:,O,O,0
It,O,O,0
's,O,O,0
still,O,O,0
🍀🍀🍀🍀🍀,O,O,0
all,O,O,0
day,O,O,0
@USER112,O,O,0
please,O,O,0
follow,O,O,0
me,O,O,0
!!,O,O,0
RT,O,O,0
@USER2423,O,O,0
:,O,O,0
every,O,O,0
time,O,O,0
a,O,O,0
white,O,O,0
person,O,O,0
meets,O,O,0
a,O,O,0
Muslim,MISC,MISC,0
at,O,O,0
a,O,O,0
grocery,O,O,0
store,O,O,0
they,O,O,0
write,O,O,0
a,O,O,0
dramatic,O,O,0
Facebook,ORG,ORG,0
post,O,O,0
about,O,O,0
it,O,O,0
lol,O,O,0
URL1633,O,O,0
…,O,O,0
RT,O,O,0
@USER2292,O,O,0
:,O,O,0
😂😂😂😂😂,O,O,0
ladies,O,O,0
are,O,O,0
enjoying,O,O,0
this,O,O,0
#SAMenBreakTheInternet,O,O,0
Here,O,O,0
just,O,O,0
swingin,O,O,0
URL987,O,O,0
RT,O,O,0
@USER2531,O,O,0
:,O,O,0
10,O,O,0
.,O,O,0
When,O,O,0
Rihanna,PER,PER,0
was,O,O,0
getting,O,O,0
LIT,O,O,0
to,O,O,0
her,O,O,0
own,O,O,0
song,O,O,0
while,O,O,0
getting,O,O,0
a,O,O,0
manicure,O,O,0
",",O,O,0
she,O,O,0
was,O,O,0
really,O,O,0
feeling,O,O,0
herself,O,O,0
.,O,O,0
😍😜,O,O,0
URL224,O,O,0
…,O,O,0
Thanks,O,O,0
@USER2372,O,O,0
for,O,O,0
the,O,O,0
follow,O,O,0
!,O,O,0
I,O,O,0
really,O,O,0
appreciate,O,O,0
it,O,O,0
!,O,O,0
Looking,O,O,0
forward,O,O,0
to,O,O,0
learning,O,O,0
more,O,O,0
about,O,O,0
you,O,O,0
and,O,O,0
what,O,O,0
you,O,O,0
do,O,O,0
:-),O,O,0
hell,O,O,0
naw,O,O,0
...,O,O,0
maybe,O,O,0
after,O,O,0
spring,O,O,0
break,O,O,0
URL346,O,O,0
Looking,O,O,0
for,O,O,0
a,O,O,0
new,O,O,0
epilator,O,O,0
?,O,O,0
Philips,ORG,ORG,0
Satin,O,O,0
Soft,O,O,0
Wet,O,O,0
&,O,O,0
Dry,O,O,0
Epilator,O,O,0
now,O,O,0
£,O,O,0
30,O,O,0
(,O,O,0
WAS,O,O,0
£,O,O,0
100,O,O,0
),O,O,0
from,O,O,0
our,O,O,0
OFFICIAL,O,O,0
@USER1845,O,O,0
shop,O,O,0
URL941,O,O,0
These,O,O,0
guys,O,O,0
are,O,O,0
just,O,O,0
so,O,O,0
full,O,O,0
of,O,O,0
themselves,O,O,0
",",O,O,0
saying,O,O,0
such,O,O,0
things,O,O,0
.,O,O,0
"""",O,O,0
Great,O,O,0
gesture,O,O,0
and,O,O,0
confidence,O,O,0
booster,O,O,0
"""",O,O,0
",",O,O,0
apparently,O,O,0
.,O,O,0
URL384,O,O,0
RT,O,O,0
@USER627,O,O,0
:,O,O,0
I,O,O,0
'm,O,O,0
the,O,O,0
most,O,O,0
jealous,O,O,0
person,O,O,0
on,O,O,0
the,O,O,0
planet,O,O,0
.,O,O,0
what,O,O,0
's,O,O,0
mine,O,O,0
is,O,O,0
mine,O,O,0
",",O,O,0
do,O,O,0
n't,O,O,0
look,O,O,0
at,O,O,0
it,O,O,0
",",O,O,0
do,O,O,0
n't,O,O,0
touch,O,O,0
",",O,O,0
and,O,O,0
do,O,O,0
n't,O,O,0
even,O,O,0
think,O,O,0
ab,O,O,0
…,O,O,0
RT,O,O,0
@USER2022,O,O,0
:,O,O,0
how,O,O,0
I,O,O,0
'm,O,O,0
gunna,O,O,0
be,O,O,0
when,O,O,0
I,O,O,0
have,O,O,0
a,O,O,0
family,O,O,0
URL1545,O,O,0
RT,O,O,0
@USER1518,O,O,0
:,O,O,0
Do,O,O,0
n't,O,O,0
talk,O,O,0
bad,O,O,0
about,O,O,0
the,O,O,0
person,O,O,0
when,O,O,0
things,O,O,0
go,O,O,0
south,O,O,0
bc,O,O,0
at,O,O,0
one,O,O,0
point,O,O,0
in,O,O,0
time,O,O,0
that,O,O,0
's,O,O,0
exactly,O,O,0
what,O,O,0
you,O,O,0
wanted,O,O,0
.,O,O,0
Ray,PER,PER,0
Wilkins,PER,PER,0
urges,O,O,0
Garde,PER,PER,0
to,O,O,0
play,O,O,0
Villa,ORG,ORG,0
’s,O,O,0
youngsters,O,O,0
;,O,O,0
namechecks,O,O,0
one,O,O,0
particular,O,O,0
talent,O,O,0
-,O,O,0
HITC,ORG,ORG,0
#avfc,O,O,0
URL498,O,O,0
RT,O,O,0
@USER52,O,O,0
:,O,O,0
Godfather,MISC,O,1
behind,O,O,0
the,O,O,0
scenes,O,O,0
URL1315,O,O,0
Sushi,O,O,0
time,O,O,0
in,O,O,0
3,O,O,0
",",O,O,0
2,O,O,0
",",O,O,0
1,O,O,0
...,O,O,0
RT,O,O,0
@USER108,O,O,0
:,O,O,0
Such,O,O,0
a,O,O,0
good,O,O,0
thing,O,O,0
to,O,O,0
have,O,O,0
on,O,O,0
ur,O,O,0
phone,O,O,0
.,O,O,0
Push,O,O,0
the,O,O,0
button,O,O,0
when,O,O,0
u,O,O,0
feel,O,O,0
unsafe,O,O,0
and,O,O,0
when,O,O,0
u,O,O,0
let,O,O,0
it,O,O,0
go,O,O,0
if,O,O,0
u,O,O,0
do,O,O,0
nt,O,O,0
enter,O,O,0
ur,O,O,0
pin,O,O,0
they,O,O,0
…,O,O,0
RT,O,O,0
@USER281,O,O,0
:,O,O,0
The,O,O,0
Eyenimal,O,O,0
Cat,O,O,0
Video,O,O,0
Camera,O,O,0
w/,O,O,0
nightvision,O,O,0
!,O,O,0
-,O,O,0
URL1052,O,O,0
RT,O,O,0
@USER1268,O,O,0
:,O,O,0
Can,O,O,0
you,O,O,0
really,O,O,0
make,O,O,0
$,O,O,0
64000,O,O,0
/,O,O,0
mo,O,O,0
just,O,O,0
signing,O,O,0
people,O,O,0
up,O,O,0
with,O,O,0
a,O,O,0
code,O,O,0
?,O,O,0
We,O,O,0
review,O,O,0
Smash,MISC,MISC,0
Fund,MISC,MISC,0
URL1371,O,O,0
URL219,O,O,0
…,O,O,0
RT,O,O,0
@USER814,O,O,0
:,O,O,0
This,O,O,0
shit,O,O,0
hilarious,O,O,0
😂😂,O,O,0
URL1588,O,O,0
RT,O,O,0
@USER983,O,O,0
:,O,O,0
#Trump,O,O,0
knows,O,O,0
how,O,O,0
to,O,O,0
make,O,O,0
his,O,O,0
bank,O,O,0
coffers,O,O,0
"""",O,O,0
Great,O,MISC,1
Again,O,MISC,1
"""",O,O,0
right,O,O,0
?,O,O,0
What,O,O,0
a,O,O,0
con,O,O,0
artist,O,O,0
.,O,O,0
URL257,O,O,0
RT,O,O,0
@USER1584,O,O,0
:,O,O,0
15,O,O,0
-,O,O,0
year,O,O,0
-,O,O,0
old,O,O,0
youth,O,O,0
speaker,O,O,0
@USER788,O,O,0
ca,O,O,0
n't,O,O,0
be,O,O,0
silenced,O,O,0
.,O,O,0
URL1526,O,O,0
goal,O,O,0
with,O,O,0
@USER691,O,O,0
URL431,O,O,0
RT,O,O,0
@USER1330,O,O,0
:,O,O,0
Gay,O,O,0
Nightclub,O,O,0
Shooting,O,O,0
The,O,O,0
Deadliest,O,O,0
In,O,O,0
History,O,O,0
Of,O,O,0
America,LOC,LOC,0
!,O,O,0
The,O,O,0
Mixed,O,O,0
Reactions,O,O,0
To,O,O,0
The,O,O,0
Horror,O,O,0
Will,O,O,0
Shock,O,O,0
You,O,O,0
!,O,O,0
URL221,O,O,0
…,O,O,0
Gerime,PER,O,1
The,PER,O,1
Menace,PER,O,1
...,O,O,0
😅😅,O,O,0
RT,O,O,0
@USER454,O,O,0
:,O,O,0
Make,O,O,0
hundreds,O,O,0
of,O,O,0
dollars,O,O,0
/,O,O,0
week,O,O,0
playing,O,O,0
around,O,O,0
on,O,O,0
Facebook,ORG,ORG,0
/,O,O,0
Twitter,ORG,ORG,0
!,O,O,0
URL1636,O,O,0
URL1606,O,O,0
#CareerArc,O,O,0
#Retail,O,O,0
#Job,O,O,0
alert,O,O,0
:,O,O,0
Manager,O,O,0
Trainee,O,O,0
-,O,O,0
Retail,O,O,0
Sales,O,O,0
|,O,O,0
Speedway,ORG,O,1
|,O,O,0
#Brimfield,O,O,0
",",O,O,0
OH,LOC,O,1
URL664,O,O,0
#Jobs,O,O,0
#Hiring,O,O,0
RT,O,O,0
@USER756,O,O,0
:,O,O,0
@USER424,O,O,0
Very,O,O,0
proud,O,O,0
to,O,O,0
be,O,O,0
in,O,O,0
top,O,O,0
3,O,O,0
',O,O,0
Best,O,O,0
places,O,O,0
to,O,O,0
Work,O,O,0
',O,O,0
",",O,O,0
fingers,O,O,0
crossed,O,O,0
for,O,O,0
Thursday,O,O,0
-,O,O,0
great,O,O,0
write,O,O,0
up,O,O,0
#Awards,O,O,0
ht,O,O,0
…,O,O,0
RT,O,O,0
@USER2215,O,O,0
:,O,O,0
I,O,O,0
agree,O,O,0
.,O,O,0
I,O,O,0
do,O,O,0
not,O,O,0
HATE,O,O,0
Muslims,MISC,O,1
.,O,O,0
They,O,O,0
have,O,O,0
NUMEROUS,O,O,0
Muslims,MISC,MISC,0
majority,O,O,0
countries,O,O,0
where,O,O,0
they,O,O,0
can,O,O,0
go,O,O,0
&,O,O,0
be,O,O,0
happy,O,O,0
.,O,O,0
URL222,O,O,0
…,O,O,0
RT,O,O,0
@USER1093,O,O,0
:,O,O,0
good,O,O,0
ideas,O,O,0
URL241,O,O,0
Dean,PER,PER,0
still,O,O,0
needs,O,O,0
more,O,O,0
recognition,O,O,0
though,O,O,0
",",O,O,0
but,O,O,0
elo,O,O,0
and,O,O,0
g,O,O,0
soul,O,O,0
are,O,O,0
hella,O,O,0
good,O,O,0
",",O,O,0
I,O,O,0
love,O,O,0
them,O,O,0
URL1239,O,O,0
RT,O,O,0
@USER2159,O,O,0
:,O,O,0
a,O,O,0
year,O,O,0
later,O,O,0
and,O,O,0
things,O,O,0
have,O,O,0
n't,O,O,0
changed,O,O,0
Tickets,O,O,0
go,O,O,0
on,O,O,0
sale,O,O,0
in,O,O,0
2,O,O,0
minutes,O,O,0
and,O,O,0
both,O,O,0
my,O,O,0
parents,O,O,0
are,O,O,0
upstairs,O,O,0
.,O,O,0
I,O,O,0
'm,O,O,0
not,O,O,0
getting,O,O,0
tickets,O,O,0
.,O,O,0
@USER642,O,O,0
will,O,O,0
score,O,O,0
more,O,O,0
than,O,O,0
#Wade,O,O,0
next,O,O,0
year,O,O,0
and,O,O,0
be,O,O,0
a,O,O,0
better,O,O,0
3pt,O,O,0
#shooter,O,O,0
than,O,O,0
Wade,PER,PER,0
ever,O,O,0
was,O,O,0
#thankswade,O,O,0
#enjoyrondo,O,O,0
#goheat,O,O,0
#MiamiHeat,O,O,0
Such,O,O,0
a,O,O,0
beautiful,O,O,0
day,O,O,0
to,O,O,0
be,O,O,0
"""",O,O,0
atropelado,O,O,0
"""",O,O,0
-,O,O,0
by,O,O,0
@USER1638,O,O,0
It,O,O,0
's,O,O,0
sad,O,O,0
that,O,O,0
I,O,O,0
had,O,O,0
to,O,O,0
part,O,O,0
ways,O,O,0
with,O,O,0
my,O,O,0
bmcc,O,O,0
and,O,O,0
Zeiss,ORG,PER,1
primes,O,O,0
as,O,O,0
I,O,O,0
had,O,O,0
to,O,O,0
sell,O,O,0
it,O,O,0
to,O,O,0
pay,O,O,0
off,O,O,0
my,O,O,0
first,O,O,0
camera,O,O,0
FS,MISC,O,1
100,MISC,O,1
as,O,O,0
it,O,O,0
dropped,O,O,0
$,O,O,0
7,O,O,0
k,O,O,0
MSRP,O,O,0
Iphone,MISC,MISC,0
app,O,O,0
gemmation,O,O,0
prefab,O,O,0
unadulterated,O,O,0
–,O,O,0
indivisible,O,O,0
guests,O,O,0
shines,O,O,0
eminent,O,O,0
the,O,O,0
break,O,O,0
:,O,O,0
IbcLBe,O,O,0
#Boston,O,O,0
#Job,O,O,0
Treasury,O,ORG,1
Analyst,O,O,0
:,O,O,0
MA,LOC,LOC,0
-,O,O,0
Boston,LOC,LOC,0
",",O,O,0
The,O,ORG,1
Treasury,O,ORG,1
Analyst,O,ORG,1
will,O,O,0
contribute,O,O,0
to,O,O,0
the,O,O,0
day,O,O,0
-,O,O,0
to,O,O,0
-,O,O,0
day,O,O,0
financial,O,O,0
act,O,O,0
...,O,O,0
URL1201,O,O,0
RT,O,O,0
@USER1130,O,O,0
:,O,O,0
I,O,O,0
just,O,O,0
drove,O,O,0
4,O,O,0
hours,O,O,0
to,O,O,0
sleep,O,O,0
less,O,O,0
than,O,O,0
six,O,O,0
hours,O,O,0
and,O,O,0
speak,O,O,0
tomorrow,O,O,0
morning,O,O,0
for,O,O,0
2,O,O,0
minutes,O,O,0
.,O,O,0
LOL,O,O,0
.....,O,O,0
I,O,O,0
'm,O,O,0
hooked,O,O,0
!,O,O,0
#Toastma,O,O,0
…,O,O,0
@USER14,O,O,0
FOLLOW,O,O,0
&,O,O,0
RT,O,O,0
to,O,O,0
#WIN,O,O,0
this,O,O,0
stunning,O,O,0
@USER285,O,O,0
set,O,O,0
for,O,O,0
your,O,O,0
dad,O,O,0
this,O,O,0
Father,MISC,O,1
's,MISC,O,1
Day,MISC,O,1
with,O,O,0
4,O,O,0
x,O,O,0
@USER7,O,O,0
.,O,O,0
Good,O,O,0
Luck,O,O,0
!,O,O,0
RT,O,O,0
@USER2416,O,O,0
:,O,O,0
Me,O,O,0
right,O,O,0
now,O,O,0
URL1352,O,O,0
RT,O,O,0
@USER1822,O,O,0
:,O,O,0
My,O,O,0
#TeenChoice,O,O,0
for,O,O,0
#ChoiceModel,O,O,0
is,O,O,0
@USER507,O,O,0
URL1154,O,O,0
Tombstone,MISC,PER,1
will,O,O,0
always,O,O,0
be,O,O,0
my,O,O,0
favorite,O,O,0
movie,O,O,0
.,O,O,0
RT,O,O,0
@USER2436,O,O,0
:,O,O,0
1606165,O,O,0
093229,O,O,0
||,O,O,0
Scheduling,O,O,0
for,O,O,0
multiple,O,O,0
dates,O,O,0
/,O,O,0
times,O,O,0
to,O,O,0
twitter,ORG,ORG,0
with,O,O,0
just,O,O,0
text,O,O,0
RT,O,O,0
@USER708,O,O,0
:,O,O,0
We,O,O,0
are,O,O,0
not,O,O,0
saved,O,O,0
by,O,O,0
any,O,O,0
work,O,O,0
we,O,O,0
've,O,O,0
done,O,O,0
",",O,O,0
but,O,O,0
by,O,O,0
the,O,O,0
grace,O,O,0
and,O,O,0
mercy,O,O,0
of,O,O,0
God,MISC,PER,1
.,O,O,0
RT,O,O,0
@USER1217,O,O,0
:,O,O,0
my,O,O,0
face,O,O,0
vs,O,O,0
my,O,O,0
soul,O,O,0
URL1294,O,O,0
RT,O,O,0
@USER1246,O,O,0
:,O,O,0
depression,O,O,0
is,O,O,0
n't,O,O,0
always,O,O,0
at,O,O,0
3,O,O,0
am,O,O,0
",",O,O,0
sometimes,O,O,0
it,O,O,0
hits,O,O,0
you,O,O,0
at,O,O,0
3,O,O,0
pm,O,O,0
when,O,O,0
you,O,O,0
're,O,O,0
with,O,O,0
friends,O,O,0
",",O,O,0
halfway,O,O,0
through,O,O,0
a,O,O,0
laugh,O,O,0
and,O,O,0
suddenly,O,O,0
…,O,O,0
@USER2454,O,O,0
@USER1797,O,O,0
@USER1687,O,O,0
I,O,O,0
ca,O,O,0
n't,O,O,0
talk,O,O,0
the,O,O,0
lass,O,O,0
at,O,O,0
the,O,O,0
hair,O,O,0
dressers,O,O,0
asked,O,O,0
me,O,O,0
if,O,O,0
she,O,O,0
wanted,O,O,0
me,O,O,0
to,O,O,0
trim,O,O,0
my,O,O,0
brows,O,O,0
.,O,O,0
#theshame,O,O,0
RT,O,O,0
@USER251,O,O,0
:,O,O,0
Find,O,O,0
the,O,O,0
cheapest,O,O,0
flights,O,O,0
by,O,O,0
comparing,O,O,0
hundreds,O,O,0
of,O,O,0
airlines,O,O,0
and,O,O,0
travel,O,O,0
sites,O,O,0
URL773,O,O,0
URL1515,O,O,0
…,O,O,0
@USER611,O,O,0
@USER2175,O,O,0
add,O,O,0
me,O,O,0
back,O,O,0
too,O,O,0
RT,O,O,0
@USER1338,O,O,0
:,O,O,0
This,O,O,0
is,O,O,0
exactly,O,O,0
how,O,O,0
this,O,O,0
song,O,O,0
makes,O,O,0
me,O,O,0
feel,O,O,0
lol,O,O,0
URL1429,O,O,0
#Earthquake,O,O,0
(,O,O,0
#sismo,O,O,0
),O,O,0
M2.7,O,O,0
strikes,O,O,0
21,O,O,0
km,O,O,0
E,O,O,0
of,O,O,0
#Everett,O,O,0
(,O,O,0
#Washington,O,O,0
),O,O,0
5,O,O,0
min,O,O,0
ago,O,O,0
.,O,O,0
More,O,O,0
info,O,O,0
:,O,O,0
URL1512,O,O,0
RT,O,O,0
@USER374,O,O,0
:,O,O,0
Stay,O,O,0
in,O,O,0
my,O,O,0
life,O,O,0
and,O,O,0
I,O,O,0
swear,O,O,0
I,O,O,0
'll,O,O,0
stay,O,O,0
in,O,O,0
yours,O,O,0
.,O,O,0
RT,O,O,0
@USER2608,O,O,0
:,O,O,0
@USER2488,O,O,0
@USER1906,O,O,0
@USER56,O,O,0
sorry,O,O,0
for,O,O,0
your,O,O,0
loss,O,O,0
RT,O,O,0
@USER961,O,O,0
:,O,O,0
Before,O,O,0
they,O,O,0
tip,O,O,0
the,O,O,0
#ECF,O,O,0
tomorrow,O,O,0
",",O,O,0
we,O,O,0
flash,O,O,0
back,O,O,0
to,O,O,0
#TheAssociation,O,O,0
during,O,O,0
@USER1100,O,O,0
record,O,O,0
-,O,O,0
setting,O,O,0
season,O,O,0
!,O,O,0
URL867,O,O,0
RT,O,O,0
@USER2263,O,O,0
:,O,O,0
@USER530,O,O,0
Give,O,O,0
me,O,O,0
strength,O,O,0
to,O,O,0
walk,O,O,0
on,O,O,0
Your,O,O,0
principles,O,O,0
Guru,PER,PER,0
Ji,PER,PER,0
#HumanityAimsOfMSG,O,O,0
RT,O,O,0
@USER1837,O,O,0
:,O,O,0
me,O,O,0
:,O,O,0
i,O,O,0
saw,O,O,0
on,O,O,0
fb,ORG,ORG,0
you,O,O,0
had,O,O,0
a,O,O,0
baby,O,O,0
friend,O,O,0
:,O,O,0
ya,O,O,0
me,O,O,0
:,O,O,0
how,O,O,0
much,O,O,0
does,O,O,0
he,O,O,0
bench,O,O,0
friend,O,O,0
:,O,O,0
what,O,O,0
me,O,O,0
:,O,O,0
[,O,O,0
leans,O,O,0
in,O,O,0
to,O,O,0
his,O,O,0
ear,O,O,0
],O,O,0
how,O,O,0
much,O,O,0
.,O,O,0
doe,O,O,0
…,O,O,0
This,O,O,0
is,O,O,0
a,O,O,0
serious,O,O,0
matter,O,O,0
💕💚,O,O,0
URL335,O,O,0
Just,O,O,0
paid,O,O,0
so,O,O,0
many,O,O,0
bills,O,O,0
FML,O,O,0
sluts,O,O,0
gone,O,O,0
wild,O,O,0
✅,O,O,0
URL420,O,O,0
URL1423,O,O,0
Triangulation,LOC,O,1
Peak,LOC,O,1
",",O,O,0
OR,LOC,O,1
[,O,O,0
OC,O,O,0
],O,O,0
[,O,O,0
2400,O,O,0
x,O,O,0
1714,O,O,0
],O,O,0
URL646,O,O,0
URL752,O,O,0
How,O,O,0
many,O,O,0
of,O,O,0
y'all,O,O,0
can,O,O,0
disagree,O,O,0
with,O,O,0
someone,O,O,0
without,O,O,0
calling,O,O,0
them,O,O,0
out,O,O,0
of,O,O,0
their,O,O,0
name,O,O,0
I,O,O,0
liked,O,O,0
a,O,O,0
@USER1490,O,O,0
video,O,O,0
URL1046,O,O,0
GTA,MISC,MISC,0
5,MISC,MISC,0
ONLINE,O,O,0
-,O,O,0
HOW,O,O,0
TO,O,O,0
SAVE,O,O,0
BODYGUARD,O,O,0
OUTFITS,O,O,0
CLOTHING,O,O,0
GLITCH,O,O,0
!,O,O,0
[,O,O,0
EASY,O,O,0
/,O,O,0
NEW,O,O,0
],O,O,0
AFTER,O,O,0
PATCH,O,O,0
Just,O,O,0
sent,O,O,0
an,O,O,0
invitation,O,O,0
to,O,O,0
all,O,O,0
my,O,O,0
friends,O,O,0
on,O,O,0
Facebook,ORG,ORG,0
to,O,O,0
stop,O,O,0
playing,O,O,0
Candy,MISC,MISC,0
Crush,MISC,MISC,0
and,O,O,0
:,O,O,0
go,O,O,0
hug,O,O,0
someone,O,O,0
they,O,O,0
love,O,O,0
.,O,O,0
RT,O,O,0
@USER588,O,O,0
:,O,O,0
So,O,O,0
happy,O,O,0
when,O,O,0
I,O,O,0
'm,O,O,0
with,O,O,0
u,O,O,0
❤️,O,O,0
RT,O,O,0
@USER612,O,O,0
:,O,O,0
the,O,O,0
let,O,O,0
's,O,O,0
steal,O,O,0
tweets,O,O,0
squad,O,O,0
URL1022,O,O,0
A,O,O,0
GOOD,O,O,0
MOM,O,O,0
URL1346,O,O,0
RT,O,O,0
@USER2034,O,O,0
:,O,O,0
Why,O,O,0
is,O,O,0
school,O,O,0
a,O,O,0
thing,O,O,0
?,O,O,0
🙃📚,O,O,0
I,O,O,0
'm,O,O,0
bout,O,O,0
to,O,O,0
text,O,O,0
you,O,O,0
URL291,O,O,0
RT,O,O,0
@USER2244,O,O,0
:,O,O,0
@USER366,O,O,0
@USER1171,O,O,0
@USER2596,O,O,0
Do,O,O,0
I,O,O,0
have,O,O,0
a,O,O,0
secret,O,O,0
twin,O,O,0
sister,O,O,0
that,O,O,0
you,O,O,0
see,O,O,0
around,O,O,0
the,O,O,0
place,O,O,0
?,O,O,0
Govian,MISC,O,1
?,O,O,0
Are,O,O,0
you,O,O,0
kiddi,O,O,0
…,O,O,0
@USER1708,O,O,0
you,O,O,0
're,O,O,0
a,O,O,0
great,O,O,0
friend,O,O,0
to,O,O,0
have,O,O,0
too,O,O,0
!,O,O,0
Thank,O,O,0
you,O,O,0
😘❤️,O,O,0
RT,O,O,0
@USER1066,O,O,0
:,O,O,0
MY,O,O,0
LIFE,O,O,0
#growingupwithsiblings,O,O,0
URL1004,O,O,0
RT,O,O,0
@USER222,O,O,0
:,O,O,0
#Ukraine,O,O,0
does,O,O,0
not,O,O,0
recognize,O,O,0
court,O,O,0
verdicts,O,O,0
vs,O,O,0
#Sentsov,O,O,0
#Afanasyev,O,O,0
#Kolchenko,O,O,0
#Soloshenko,O,O,0
convicted,O,O,0
in,O,O,0
#Russia,O,O,0
URL222,O,O,0
…,O,O,0
RT,O,O,0
@USER2125,O,O,0
:,O,O,0
Katy,PER,PER,0
Perry,PER,PER,0
Showing,O,O,0
she,O,O,0
Her,O,O,0
Nips,O,O,0
And,O,O,0
Camel,O,O,0
Toe,O,O,0
In,O,O,0
A,O,O,0
Tight,O,O,0
Bikini,O,O,0
!!!,O,O,0
(,O,O,0
9,O,O,0
pics,O,O,0
),O,O,0
//////,O,O,0
see,O,O,0
here,O,O,0
<<<<,O,O,0
URL590,O,O,0
RT,O,O,0
@USER221,O,O,0
:,O,O,0
.,O,O,0
@USER1434,O,O,0
needs,O,O,0
to,O,O,0
listen,O,O,0
to,O,O,0
@USER150,O,O,0
&,O,O,0
pay,O,O,0
its,O,O,0
fair,O,O,0
share,O,O,0
:,O,O,0
URL588,O,O,0
#StandUp2Vz,O,O,0
#BetterMatters,O,O,0
URL220,O,O,0
…,O,O,0
RT,O,O,0
@USER679,O,O,0
:,O,O,0
